procurement-id_id-approvisionnement,Project-number_Numéro-de-projet,Vendor-name_Nom-du-fournisseur,Payment-date_Date-de-paiement,Proper-Invoice-Received-Date_date-de-réception-de-la-facture-en-règle
EJ19620037,,"3663981 CANADA INC",2018-12-22,2018-11-28
EJ19662586,,"BAXTEC MANAGEMENT CORPORATION",2018-12-22,2018-11-28
EJ19670105,,"JOHNSON CONTROLS CANADA LP",2018-12-22,2018-11-28
EF92-90074,R.002878.001,"ENGLOBE CORP.",2018-12-22,2018-11-22
EB20162450,R.024343.002,"COASTAL RESTORATION & MASONRY",2018-12-22,2018-11-02
EJ19671602,R.041736.161,"PIVOTECH DOORS INC.",2018-12-22,2018-11-28
EJ19671602,R.041736.299,"PIVOTECH DOORS INC.",2018-12-22,2018-11-28
EJ19660460,R.041736.314,"BLACK & MCDONALD LTD.",2018-12-22,2018-11-28
EJ19671602,R.041736.704,"PIVOTECH DOORS INC.",2018-12-22,2018-11-28
EJ19662536,R.041736.809,"GENREP LTD/LTEE",2018-12-22,2018-11-28
EJ19680241,R.064594.556,"BAXTEC MANAGEMENT CORPORATION",2018-12-22,2018-11-28
EJ19640144,R.064594.754,"G A L POWER SYSTEMS OTTAWA LTD",2018-12-22,2018-11-28
EJ19662246,R.064594.982,"BLACK & MCDONALD LTD.",2018-12-22,2018-11-28
EJ19650923,R.064595.023,"AINSWORTH INC.",2018-12-22,2018-11-28
EW3870378,R.076119.001,"ECHELON INSURANCE/",2018-12-22,2018-11-23
EE51790442,R.079667.001,"DRAGAGE OCÉAN DM INC.",2018-12-22,2018-11-27
EP67171663,R.083633.002,"DEFRAN INC.",2018-12-22,2018-11-28
EA00390693,R.089934.007,"BUDGELL'S CONSTRUCTION LTD",2018-12-22,2018-11-28
700326520,,"OTIS CANADA INC",2018-12-25,2018-11-30
EF66170048,,"SIEMENS CANADA LIMITED",2018-12-25,2018-11-28
EJ19662026,,"JOHNSON CONTROLS CANADA LP",2018-12-25,2018-11-29
EJ19690370,,"R&R AUTOMATION INC.",2018-12-25,2018-11-29
EQ151518,,"GDI SERVICES (CANADA) LP",2018-12-25,2018-11-30
EE51717217,R.001991.099,"SIEMENS CANADA LIMITED",2018-12-25,2018-11-30
EF9447439,R.004236.001,"PROCETECH INC.",2018-12-25,2018-11-30
EE51717217,R.004269.099,"SIEMENS CANADA LIMITED",2018-12-25,2018-11-30
EP75813490,R.008609.200,"PCL CONSTRUCTORS CANADA INC.",2018-12-25,2018-11-30
EP75813490,R.011801.163,"PCL CONSTRUCTORS CANADA INC.",2018-12-25,2018-11-30
EP76480213,R.011801.328,"ACME FUTURE SECURITY CONTROLS INC.",2018-12-25,2018-11-30
EJ19641651,R.011899.016,"BAXTEC MANAGEMENT CORPORATION",2018-12-25,2018-11-29
EJ19651337,R.011899.059,"CUMMINS EST DU CANADA SEC",2018-12-25,2018-11-29
EJ19651337,R.011900.035,"CUMMINS EST DU CANADA SEC",2018-12-25,2018-11-29
E899141456,R.016016.001,"BEE-CLEAN BUILDING MAINTENANCE",2018-12-25,2018-11-29
E151176001,R.016017.001,"EVERGREEN BUILDING MAINTENANCE INC.",2018-12-25,2018-11-30
E899141458,R.016018.001,"PRIME BUILDING MAINTENANCE LTD.",2018-12-25,2018-11-30
E899141458,R.016019.001,"PRIME BUILDING MAINTENANCE LTD.",2018-12-25,2018-11-20
E899141458,R.016019.001,"PRIME BUILDING MAINTENANCE LTD.",2018-12-25,2018-11-30
700406484,R.017173.245,"PARSONS INC",2018-12-25,2018-11-29
E182830001,R.017173.344,"ALLIED PAVING CO. LTD",2018-12-25,2018-11-29
EC20132153,R.051357.006,"D.F.S. INC.",2018-12-25,2018-11-30
EF99772874,R.053680.001,"LES CONSTRUCTIONS DES ILES INC",2018-12-25,2018-11-30
EF99772874,R.055095.101,"LES CONSTRUCTIONS DES ILES INC",2018-12-25,2018-11-30
EF92870307,R.057850.101,"6834973 CANADA INC",2018-12-25,2018-11-30
EP76040543,R.060749.256,"PCL CONSTRUCTORS CANADA INC.",2018-12-25,2018-11-30
EJ19650923,R.064594.350,"AINSWORTH INC.",2018-12-25,2018-11-29
EJ19650923,R.064594.520,"AINSWORTH INC.",2018-12-25,2018-11-29
EJ19650923,R.064595.023,"AINSWORTH INC.",2018-12-25,2018-11-29
EE52072450,R.071652.970,"PRONEX EXCAVATION INC",2018-12-25,2018-11-30
EP92280017,R.072512.001,"MARTECH ELECTRICAL SYSTEMS LTD.",2018-12-25,2018-11-30
EQ75473344,R.074360.001,"PROTECK ROOFING & SHEET METAL INC.",2018-12-25,2018-11-30
E182549001,R.075097.001,"OSKAR CONSTRUCTION LTD",2018-12-25,2018-11-27
EC15180164,R.076413.001,"OTIS CANADA INC",2018-12-25,2018-11-27
ET25182822,R.079596.001,"REGENT CONSTRUCTION INC.",2018-12-25,2018-11-30
EV38581899,R.079699.001,"BLACK & MCDONALD LTD.",2018-12-25,2018-11-29
E182079001,R.081111.001,"MOHAMMAD HUSSAIN",2018-12-25,2018-11-25
EB14482937,R.082146.001,"GW REALTY INC",2018-12-25,2018-11-30
EB14482527,R.082156.001,"ATLANTICA MECHANICAL CONTRACTORS",2018-12-25,2018-11-30
EA00381654,R.082550.001,"DYNAMIC CONSTRUCTION LTD.",2018-12-25,2018-11-30
E182295001,R.082592.001,"SASCO CONTRACTORS LTD.",2018-12-25,2018-11-27
EE47471393,R.082893.569,"POMERLEAU INC.",2018-12-25,2018-11-29
EE47471393,R.082893.570,"POMERLEAU INC.",2018-12-25,2018-11-29
EE47471393,R.082893.571,"POMERLEAU INC.",2018-12-25,2018-11-29
E190721001,R.087734.001,"CMF CONSTRUCTION LTD",2018-12-25,2018-11-26
EF99772874,R.088923.003,"LES CONSTRUCTIONS DES ILES INC",2018-12-25,2018-11-30
EP73181701,R.094977.056,"NATTIQ INC.",2018-12-25,2018-11-30
EA00391249,R.100117.001,"FLOYD'S CONSTRUCTION LTD",2018-12-25,2018-11-30
EA00391408,R.100118.001,"FLOYD'S CONSTRUCTION LTD",2018-12-25,2018-11-30
EFA6614268,,"KONE INC",2018-12-28,2018-11-30
EJ19611374,,"THYSSENKRUPP ELEVATOR (CANADA)",2018-12-28,2018-12-04
EJ1961322,,"THYSSENKRUPP ELEVATOR (CANADA)",2018-12-28,2018-12-03
EJ19650108,,"TOROMONT INDUSTRIES LTD.",2018-12-28,2018-11-07
EJ19662586,,"BAXTEC MANAGEMENT CORPORATION",2018-12-28,2018-12-02
EP07733073,,"THYSSENKRUPP ELEVATOR (CANADA)",2018-12-28,2018-12-03
EP74771823,,"POMERLEAU INC.",2018-12-28,2018-11-29
700398831,R.014204.301,"ENERCHEM INTERNATIONAL INC.",2018-12-28,2018-12-04
E022533381,R.024343.002,"D.F.S. INC.",2018-12-28,2018-12-04
EJ19620270,R.041736.174,"THYSSENKRUPP ELEVATOR (CANADA)",2018-12-28,2018-12-04
EJ19652021,R.041736.219,"SIEMENS CANADA LIMITED",2018-12-28,2018-12-04
EJ19671670,R.041736.705,"COMPLETE ENTRY SYSTEMS AND SERVICES",2018-12-28,2018-12-04
EP74771823,R.042877.251,"POMERLEAU INC.",2018-12-28,2018-11-29
EA03151688,R.053455.008,"OTIS CANADA INC",2018-12-28,2018-12-04
EJ19680241,R.064594.556,"BAXTEC MANAGEMENT CORPORATION",2018-12-28,2018-12-03
EJ19650923,R.064595.023,"AINSWORTH INC.",2018-12-28,2018-12-03
EC01571369,R.067623.001,"SPRINGHILL CONSTRUCTION LIMITED",2018-12-28,2018-12-04
EE52060601,R.072437.001,"CONSTRUCTION DERIC INC",2018-12-28,2018-12-04
E181343001,R.077016.001,"J.D.G. CONSTRUCTION MANAGEMENT LTD.",2018-12-28,2018-11-30
E160345001,R.077723.001,"MICHAEL CUCCIONE",2018-12-28,2018-12-03
E181194001,R.077723.001,"WILDSTONE CONSTRUCTION &",2018-12-28,2018-12-04
E160345001,R.077724.001,"MICHAEL CUCCIONE",2018-12-28,2018-12-03
E160345001,R.077725.001,"MICHAEL CUCCIONE",2018-12-28,2018-12-03
EW03882617,R.078148.001,"TRAINOR MECHANICAL CONTRACTORS LTD.",2018-12-28,2018-12-03
E180351001,R.078656.001,"LEC ENGINEERING CONTRACTING LTD.",2018-12-28,2018-12-01
E160345001,R.078882.001,"MICHAEL CUCCIONE",2018-12-28,2018-12-03
EF99782807,R.079464.001,"9223-1463 QUÉBEC INC",2018-12-28,2018-12-04
EQ75481733,R.080426.001,"QUINAN CONSTRUCTION LIMITED",2018-12-28,2018-12-04
EB14482182,R.080837.001,"MCNALLY CONSTRUCTION INC",2018-12-28,2018-10-31
EE52090068,R.081007.001,"BRIQUETAL LTÉE",2018-12-28,2018-12-03
EC15180071,R.081895.001,"NORTHEAST TREE TRIMMING LTD.",2018-12-28,2018-12-04
E160345001,R.082592.001,"MICHAEL CUCCIONE",2018-12-28,2018-12-03
EP92290710,R.082782.001,"MARTECH ELECTRICAL SYSTEMS LTD.",2018-12-28,2018-12-04
EP07680070,R.082936.201,"JUMEC CONSTRUCTION INCORPORATED",2018-12-28,2018-12-03
EQ75482494,R.083938.001,"CORINGTON ENGINEERING INC.",2018-12-28,2018-11-02
ET25181539,R.084110.001,"CHEGUIS & SON PLUMBING AND HEATING",2018-12-28,2018-12-04
EP74771823,R.086139.405,"POMERLEAU INC.",2018-12-28,2018-11-29
EF181590,R.086232.001,"TUYAUTERIE EXPERT INC",2018-12-28,2018-12-04
EQ75490761,R.086442.001,"DELCO AUTOMATION INC.",2018-12-28,2018-12-03
EH90090297,R.086471.212,"ELLISDON CORPORATION",2018-12-28,2018-12-04
EE51780542,R.086749.100,"EXCAVATION RENE ST-PIERRE INC., ENG",2018-12-28,2018-12-03
E144180467,R.086866.001,"MAXIM 2000 INC.",2018-12-28,2018-12-04
E160345001,R.087167.001,"MICHAEL CUCCIONE",2018-12-28,2018-12-03
EA03160529,R.087350.001,"J.W. LINDSAY ENTERPRISES LIMITED",2018-12-28,2018-12-03
EQ75490957,R.087410.045,"NITAM SOLUTIONS INC",2018-12-28,2018-12-03
EE51982672,R.088138.001,"LES CONSTRUCTION BLH (1997) INC.",2018-12-28,2018-12-04
EP75083176,R.088888.540,"EXTRAVISION VIDÉO TECHNOLOGIES INC.",2018-12-28,2018-12-03
EC15182971,R.089583.001,"L BREAU AND SONS LTD",2018-12-28,2018-12-04
EA00391143,R.089926.001,"TRAYTOWN BUILDERS LTD",2018-12-28,2018-12-03
EP92290102,R.090861.001,"GOLDBAR CONTRACTORS INC",2018-12-28,2018-12-04
EP73181701,R.094977.056,"NATTIQ INC.",2018-12-28,2018-12-04
E160345001,R.097201.001,"MICHAEL CUCCIONE",2018-12-28,2018-12-03
E160345001,R.097219.001,"MICHAEL CUCCIONE",2018-12-28,2018-12-03
EC15191411,R.098106.002,"ECO-TECHNOLOGIES LTEE",2018-12-28,2018-12-04
EA00391137,R.099925.001,"R J G CONSTRUCTION LTD.",2018-12-28,2018-12-03
EA01191286,R.100128.001,"TRIDENT CONSTRUCTION LIMITED",2018-12-28,2018-12-03
EP00812240,,"4192338 CANADA INC.",2018-12-29,2018-12-05
E899152075,R.016014.001,"PRIME BUILDING MAINTENANCE LTD.",2018-12-29,2018-11-30
E899152075,R.016014.001,"PRIME BUILDING MAINTENANCE LTD.",2018-12-29,2018-11-20
E171761001,R.016018.001,"ESC AUTOMATION INC.",2018-12-29,2018-11-15
E191011001,R.017173.304,"GARCIA AND SONS TRANSFER LTD.",2018-12-29,2018-12-05
E190829001,R.017173.323,"GARCIA AND SONS TRANSFER LTD.",2018-12-29,2018-12-05
700401785,R.017173.344,"TETRA TECH CANADA INC.",2018-12-29,2018-12-05
EJ19681405,R.041736.532,"G A L POWER SYSTEMS OTTAWA LTD",2018-12-29,2018-12-05
700250389,R.064594.561,"4192338 CANADA INC.",2018-12-29,2018-12-05
EH90060791,R.073422.330,"DST CONSULTING ENGINEERS INC.",2018-12-29,2018-12-01
EF181551,R.073661.100,"BRITTON ELECTRIQUE CO",2018-12-29,2018-12-05
EW03882909,R.075711.001,"MCL GROUP LTD.",2018-12-29,2018-12-05
EW03881191,R.078013.001,"GATEWAY MECHANICAL SERVICES INC.",2018-12-29,2018-12-05
E072070/C,R.079450.001,"GREEN TIMBERS LIMITED PARTNERSHIP",2018-12-29,2018-12-05
EP91682625,R.080188.103,"ABI / ADVANCED BUSINESS INTERIORS",2018-12-29,2018-12-05
E191161001,R.089489.001,"MARTECH ELECTRICAL SYSTEMS LTD.",2018-12-29,2018-12-05
EB14490921,R.090299.001,"DORA CONSTRUCTION LIMITED",2018-12-29,2018-12-05
E181010001,R.090457.002,"SCANSA CONSTRUCTION LTD.",2018-12-29,2018-12-05
EP91690400,R.090807.001,"THE BELL TELEPHONE COMPANY OF",2018-12-29,2018-12-03
EP76383298,R.094019.212,"BLACK & MCDONALD LTD.",2018-12-29,2018-12-05
EW03891179,R.100121.001,"MCL POWER INC.",2018-12-29,2018-12-05
EJ19662553,R.041736.116,"VCI CONTROLS INC.",2019-01-01,2018-12-07
EJ19662553,R.041736.129,"VCI CONTROLS INC.",2019-01-01,2018-12-07
EJ19662553,R.041736.140,"VCI CONTROLS INC.",2019-01-01,2018-12-07
EJ19662553,R.041736.287,"VCI CONTROLS INC.",2019-01-01,2018-12-07
EJ19662553,R.041736.407,"VCI CONTROLS INC.",2019-01-01,2018-12-07
EJ19662553,R.041736.503,"VCI CONTROLS INC.",2019-01-01,2018-12-07
EE51980590,R.049847.001,"SANI-SABLE L.B. INC.",2019-01-01,2018-12-07
EC15170160,R.050329.002,"GREY ROCK SERVICES INC.",2019-01-01,2018-12-04
ED00190566,R.062304.003,"OLYMPIA ELECTRIC LTD.",2019-01-01,2018-12-06
EJ19662008,R.064594.519,"CHUBB EDWARDS A UTC FIRE & SECURITY",2019-01-01,2018-12-07
EJ19680241,R.064594.556,"BAXTEC MANAGEMENT CORPORATION",2019-01-01,2018-12-06
EJ19670402,R.064595.164,"CAPITAL CONTROLS &",2019-01-01,2018-12-06
EE51781615,R.072788.001,"9124-4905 QUEBEC INC.",2019-01-01,2018-12-07
EH90060791,R.073422.330,"DST CONSULTING ENGINEERS INC.",2019-01-01,2018-12-01
EV38580425,R.076925.001,"THORPE BROTHERS LIMITED",2019-01-01,2018-11-06
EQ75170996,R.076951.019,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-01-01,2018-12-07
EQ75170996,R.076951.139,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-01-01,2018-12-07
EQ75170996,R.076951.239,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-01-01,2018-12-07
EQ75170996,R.076951.439,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-01-01,2018-12-07
EQ75170996,R.076951.639,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-01-01,2018-12-07
EQ75170996,R.076951.739,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-01-01,2018-12-07
EQ75170996,R.076951.839,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-01-01,2018-12-07
EQ75170996,R.076951.939,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-01-01,2018-12-07
EE52080826,R.077223.210,"CONSTRUCTION DEMATHIEU & BARD",2019-01-01,2018-12-06
EE52071061,R.077249.001,"9002-1205 QUÉBEC INC.",2019-01-01,2018-11-08
EP91673395,R.078445.006,"CRUICKSHANK CONSTRUCTION LIMITED",2019-01-01,2018-12-07
E022580019,R.079691.002,"OPTIMIZED PLANNING & INTERIORS INC.",2019-01-01,2018-12-06
ED00181274,R.081199.001,"WM & M (1993) LTD",2019-01-01,2018-12-06
EA00380668,R.081781.004,"CAN-AM PLATFORMS & CONSTRUCTION LTD",2019-01-01,2018-12-06
ET25183260,R.082769.001,"KUDLIK CONSTRUCTION LTD.",2019-01-01,2018-12-06
EE51782194,R.083114.001,"HAMEL CONSTRUCTION INC.",2019-01-01,2018-12-06
EP92283351,R.083696.001,"GOODMEN ROOFING LTD",2019-01-01,2018-12-06
EC01680805,R.086241.001,"BEAULIEU PLUMBING & MECHANICAL INC.",2019-01-01,2018-12-01
EF99790470,R.089511.001,"GROUPE STAVIBEL INC",2019-01-01,2018-12-06
ET25190083,R.089888.001,"G. HAHN CONTRACTING LTD.",2019-01-01,2018-12-06
EJ19641828,,"VCI CONTROLS INC.",2019-01-03,2018-12-10
E425150319,R.016747.001,"JOSEPH BELANGER",2019-01-03,2018-12-03
700395882,R.017173.214,"WOOD CANADA LIMITED",2019-01-03,2018-12-10
700403495,R.017173.231,"TETRA TECH CANADA INC.",2019-01-03,2018-12-10
700401785,R.017173.344,"TETRA TECH CANADA INC.",2019-01-03,2018-12-10
EJ19682733,R.041736.501,"CHUBB EDWARDS A UTC FIRE & SECURITY",2019-01-03,2018-12-10
EF92872441,R.057854.400,"GOLDER ASSOCIATES LTD.",2019-01-03,2018-12-10
EF92872441,R.057854.500,"GOLDER ASSOCIATES LTD.",2019-01-03,2018-12-10
EJ19662008,R.064594.514,"CHUBB EDWARDS A UTC FIRE & SECURITY",2019-01-03,2018-12-10
EJ19662173,R.064595.020,"MODERN NIAGARA OTTAWA INC.",2019-01-03,2018-12-10
EB14490579,R.065476.710,"JONELJIM CONCRETE CONSTRUCTION",2019-01-03,2018-12-10
EB14490610,R.065476.711,"JONELJIM CONCRETE CONSTRUCTION",2019-01-03,2018-12-10
EE51781615,R.072788.001,"9124-4905 QUEBEC INC.",2019-01-03,2018-12-10
EE52082837,R.077244.001,"HAMEL CONSTRUCTION INC.",2019-01-03,2018-12-06
EC96183030,R.078460.002,"MARITECH CONSTRUCTION INC.",2019-01-03,2018-12-10
EQ75470833,R.079554.001,"POMERLEAU INC.",2019-01-03,2018-12-10
EB14480196,R.080496.001,"MCNALLY CONSTRUCTION INC",2019-01-03,2018-11-06
EE52073040,R.081006.001,"BRIQUETAL LTÉE",2019-01-03,2018-12-10
EP91682098,R.081640.014,"BRAWN CONSTRUCTION LTD",2019-01-03,2018-12-10
EB14481465,R.082154.001,"ATLANTICA MECHANICAL SERVICES INC.",2019-01-03,2018-12-06
EE47471393,R.082893.574,"POMERLEAU INC.",2019-01-03,2018-12-10
EF190574,R.089836.001,"CELEB CONSTRUCTION LTEE",2019-01-03,2018-12-10
E172412001,R.090411.003,"FRASER RIVER PILE&DREDGE (GP) INC.O",2019-01-03,2018-12-10
EF183291,R.090928.001,"THYSSENKRUPP ELEVATOR (CANADA)",2019-01-03,2018-12-10
EF19056,R.091106.001,"CONSTRUCTION BUGERE INC",2019-01-03,2018-12-10
EF92882972,R.091208.002,"3469051 CANADA INC.",2019-01-03,2018-12-10
E022582190,R.095594.002,"RYCOM CORPORATION, BUILT ENVIRONMEN",2019-01-03,2018-12-09
E022582190,R.095594.004,"RYCOM CORPORATION, BUILT ENVIRONMEN",2019-01-03,2018-12-09
EFA6616152,,"SIEMENS CANADA LIMITED",2019-01-04,2018-12-06
EJ19615167,R.011899.009,"THE DOOR COMPANY INC.",2019-01-04,2018-12-11
EF92881252,R.035613.025,"LES EQUIPEMENTS CLAUDE PEDNEAULT",2019-01-04,2018-12-11
EJ19642089,R.041736.265,"SIEMENS CANADA LIMITED",2019-01-04,2018-12-10
EJ19642089,R.041736.265,"SIEMENS CANADA LIMITED",2019-01-04,2018-09-11
EF182940,R.042037.001,"ST-DENIS THOMPSON INC",2019-01-04,2018-12-11
EH90180354,R.046017.205,"9168516 CANADA INC",2019-01-04,2018-12-11
EF-132481,R.060472.100,"PROVENCHER ROY + ASSOCIÉS",2019-01-04,2018-12-11
EP92271048,R.075721.001,"A.I.C. CONSTRUCTION LTD",2019-01-04,2018-12-11
EC15180072,R.076412.001,"BIRD CONSTRUCTION GROUP",2019-01-04,2018-12-11
EQ75170996,R.076951.019,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-01-04,2018-12-07
EQ75170996,R.076951.139,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-01-04,2018-12-07
EQ75170996,R.076951.239,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-01-04,2018-12-07
EQ75170996,R.076951.439,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-01-04,2018-12-07
EQ75170996,R.076951.639,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-01-04,2018-12-07
EQ75170996,R.076951.739,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-01-04,2018-12-07
EQ75170996,R.076951.839,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-01-04,2018-12-07
EQ75170996,R.076951.939,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-01-04,2018-12-07
EE52090691,R.077223.220,"TISSEUR INC.",2019-01-04,2018-12-11
E225181952,R.081771.002,"MAXIM 2000 INC.",2019-01-04,2018-12-11
EJ19672264,R.087000.002,"SIEMENS CANADA LIMITED",2019-01-04,2018-12-11
EC37390589,R.089497.003,"MIRA CONSTRUCTION LTD",2019-01-04,2018-12-11
ET25190597,R.094327.001,"ALLEN & BOLACK EXCAVATING LTD.",2019-01-04,2018-12-11
EB14491545,R.096002.002,"SEAGATE CONSTRUCTION INC.",2019-01-04,2018-12-11
EJ19650044,,"HONEYWELL LIMITED/HONEYWELL LIMITEE",2019-01-05,2018-12-12
EJ19660100,,"R.E.L. CONTROLS INC.",2019-01-05,2018-12-12
EJ19650953,R.011900.005,"BAXTEC MANAGEMENT CORPORATION",2019-01-05,2018-12-05
EJ19670400,R.041736.009,"CORAL CANADA WIDE LTD.",2019-01-05,2018-12-12
EJ19661491,R.041736.020,"HONEYWELL LIMITED/HONEYWELL LIMITEE",2019-01-05,2018-12-12
EJ19682734,R.041736.510,"TYCO INTEGRATED FIRE & SECURITY",2019-01-05,2018-12-12
EJ19682734,R.041736.511,"TYCO INTEGRATED FIRE & SECURITY",2019-01-05,2018-12-12
EJ19682734,R.041736.512,"TYCO INTEGRATED FIRE & SECURITY",2019-01-05,2018-12-12
EJ19682734,R.041736.513,"TYCO INTEGRATED FIRE & SECURITY",2019-01-05,2018-12-12
EJ19681405,R.041736.532,"G A L POWER SYSTEMS OTTAWA LTD",2019-01-05,2018-12-12
EJ19640072,R.041736.711,"GENREP LTD/LTEE",2019-01-05,2018-12-12
EJ19670400,R.041736.852,"CORAL CANADA WIDE LTD.",2019-01-05,2018-12-12
EJ19670400,R.041736.906,"CORAL CANADA WIDE LTD.",2019-01-05,2018-12-12
EC15172663,R.051357.006,"GEMTEC CONSULTING ENGINEERS AND",2019-01-05,2018-12-12
EC01681083,R.061898.001,"COASTAL RESTORATION & MASONRY",2019-01-05,2018-12-11
EJ19641652,R.064594.522,"BAXTEC MANAGEMENT CORPORATION",2019-01-05,2018-12-05
EQ75491400,R.064667.009,"NU-STYLE CONSTRUCTION CO.(1988) LIM",2019-01-05,2018-12-12
EP91671792,R.065220.455,"PLAN GROUP INC.",2019-01-05,2018-12-12
ET25181955,R.065684.004,"GRAHAM CONSTRUCTION AND",2019-01-05,2018-12-12
EW03873304,R.077209.001,"INTERWORKS CONTRACTING LTD.",2019-01-05,2018-12-07
EQ73481308,R.079534.002,"TOWNSEND & SONS CONTRACTING LTD.",2019-01-05,2018-12-05
EH90080033,R.079858.303,"3955788 CANADA INC.",2019-01-05,2018-12-12
EE52082257,R.081014.100,"CONSTRUCTIONS BSL INC.",2019-01-05,2018-12-12
EF92891196,R.082187.002,"SNC-LAVALIN GRANDS PROJETS INC.",2019-01-05,2018-12-12
EP07680070,R.082936.201,"JUMEC CONSTRUCTION INCORPORATED",2019-01-05,2018-01-03
EP78880832,R.083724.211,"ASBEX LTD",2019-01-05,2018-12-12
EJ07882193,R.083736.207,"HONEY CONSTRUCTION LIMITED",2019-01-05,2018-12-04
EP92282449,R.086588.001,"5142 N.W.T. LTD.",2019-01-05,2018-12-12
EF92891196,R.090123.001,"SNC-LAVALIN GRANDS PROJETS INC.",2019-01-05,2018-12-12
EF92891196,R.099918.001,"SNC-LAVALIN GRANDS PROJETS INC.",2019-01-05,2018-12-12
EF92891196,R.099919.001,"SNC-LAVALIN GRANDS PROJETS INC.",2019-01-05,2018-12-12
700422898,R.100662.001,"SUTHERLAND EXCAVATING LTD.",2019-01-05,2018-12-12
E172342001,,"WHITE BEAR INDUSTRIES LTD.",2019-01-08,2018-12-13
ED02110512,,"THYSSENKRUPP ELEVATOR (CANADA) LTD.",2019-01-08,2018-12-13
EJ19651032,R.008617.002,"DATA CENTER TECHNOLOGIES",2019-01-08,2018-12-13
700398831,R.014204.301,"ENERCHEM INTERNATIONAL INC.",2019-01-08,2018-12-13
EJ19662558,R.026001.070,"CPE DIVISION B INC",2019-01-08,2018-12-14
EJ19662558,R.026001.070,"CPE DIVISION B INC",2019-01-08,2018-12-13
EV38580798,R.026175.004,"QUOREX CONSTRUCTION SERVICES LTD",2019-01-08,2018-12-14
EJ19280349,R.040803.007,"CIMA CANADA INC.",2019-01-08,2018-12-14
EN19603874,R.041736.166,"OTIS CANADA INC",2019-01-08,2018-12-13
EJ19652022,R.041736.172,"SIEMENS CANADA LIMITED",2019-01-08,2018-12-10
EJ19690296,R.041736.215,"VCI CONTROLS INC.",2019-01-08,2018-12-13
EP78812096,R.041736.302,"OTIS CANADA INC",2019-01-08,2018-12-14
EJ19640056,R.041736.441,"G A L POWER SYSTEMS OTTAWA LTD",2019-01-08,2018-12-14
EJ19652022,R.041736.492,"SIEMENS CANADA LIMITED",2019-01-08,2018-12-10
EJ19652022,R.041736.494,"SIEMENS CANADA LIMITED",2019-01-08,2018-12-10
EJ19652022,R.041736.495,"SIEMENS CANADA LIMITED",2019-01-08,2018-12-10
EJ19670124,R.041736.845,"OTIS CANADA INC",2019-01-08,2018-12-14
EF170382,R.053680.001,"LES CONSTRUCTIONS DES ILES INC",2019-01-08,2018-12-14
EJ19640144,R.064594.754,"G A L POWER SYSTEMS OTTAWA LTD",2019-01-08,2018-12-14
EQ75017086,R.065728.301,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-01-08,2018-12-13
EQ73482412,R.068488.001,"QUINAN CONSTRUCTION LIMITED",2019-01-08,2018-12-13
EH90082570,R.068790.402,"JP GRAVEL CONSTRUCTION INC.",2019-01-08,2018-12-13
E161281001,R.071529.001,"BLUE PINE ENTERPRISES LTD.",2019-01-08,2018-12-10
EQ75472715,R.076516.013,"DE ANGELIS CONSTRUCTION INC.",2019-01-08,2018-12-06
EQ75162678,R.076951.059,"ELLISDON CIVIL LTD, CHANT LTD,",2019-01-08,2018-12-13
EQ75017086,R.076951.109,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-01-08,2018-12-13
EQ75017086,R.076951.209,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-01-08,2018-12-13
EQ75017086,R.076951.309,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-01-08,2018-12-13
EQ75017086,R.076951.409,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-01-08,2018-12-13
EQ75017086,R.076951.509,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-01-08,2018-12-13
EQ75017086,R.076951.609,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-01-08,2018-12-13
EQ75017086,R.076951.709,"MAPLE REINDERS CONSTRUCTORS LTD.",2019-01-08,2018-12-13
EQ75162678,R.076951.809,"ELLISDON CIVIL LTD, CHANT LTD,",2019-01-08,2018-12-13
EQ75162678,R.076951.999,"ELLISDON CIVIL LTD, CHANT LTD,",2019-01-08,2018-12-13
EH90083069,R.080533.020,"ROBERTSON MARTIN ARCHITECTS",2019-01-08,2018-12-14
EA00390496,R.083332.001,"CAN-AM PLATFORMS & CONSTRUCTION LTD",2019-01-08,2018-12-13
EP92271869,R.086095.001,"CHANDOS CONSTRUCTION LP",2019-01-08,2018-12-13
